symbol,effective_month,split,expected_sessions,actual_sessions,expected_bars,actual_bars,missing_bars,missing_bar_rate_pct,duplicate_bars,duplicate_bar_rate_pct,zero_volume_bars,zero_volume_bar_rate_pct,invalid_ohlc_rows,off_grid_bars,premarket_removed,after_hours_removed,early_close_removed,ohlc_consistency_violations,provider_feed,adjustment,requested_symbol,returned_symbol,symbol_mismatch,pagination_complete,rejected,rejection_reason
RGTI,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2803,1924,308,0,sip,raw,RGTI,RGTI,False,True,False,
SHOP,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,937,724,146,0,sip,raw,SHOP,SHOP,False,True,False,
SNDK,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2368,1613,247,0,sip,raw,SNDK,SNDK,False,True,False,
SOFI,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2683,1940,277,0,sip,raw,SOFI,SOFI,False,True,False,
TSLA,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2837,1949,312,0,sip,raw,TSLA,TSLA,False,True,False,
UBER,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1506,1319,187,0,sip,raw,UBER,UBER,False,True,False,
UNH,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2019,1726,227,0,sip,raw,UNH,UNH,False,True,False,
V,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,730,543,130,0,sip,raw,V,V,False,True,False,
WDC,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1404,1043,150,0,sip,raw,WDC,WDC,False,True,False,
WMT,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1162,1044,196,0,sip,raw,WMT,WMT,False,True,False,
XOM,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,979,694,148,0,sip,raw,XOM,XOM,False,True,False,
SPY,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2834,1943,312,0,sip,raw,SPY,SPY,False,True,False,
QQQ,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2838,1942,310,0,sip,raw,QQQ,QQQ,False,True,False,
IWM,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2726,1801,263,0,sip,raw,IWM,IWM,False,True,False,
DIA,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1822,846,163,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1611,829,179,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1721,895,174,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1256,658,139,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,612,385,112,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,307,206,103,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,270,142,103,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,485,302,117,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,631,579,139,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2048,1295,207,0,sip,raw,SMH,SMH,False,True,False,
